Repository,Title,Authors,Abstract,DOI
"PubMed","Determination of investigation of the link between human and animal Brucella isolates in Iran using multiple-locus variable number tandem repeat method comprising 16 loci (MLVA-16).","Shiva Mirkalantari; Faramarz Masjedian; Amraee Fateme","Epidemiological studies are important tools to assess the diversity of Brucella isolates and to estimate their epidemiological relationship among isolates from different geographical origins. In this study the MLVA16 (multiple-locus variable number tandem repeat analysis based on 16 loci) was employed to investigate the diversity of Brucella spp. Isolated from humans and animals for epidemiological purposes and to determine the most common Brucella genotypes in Iran. We designed a molecular-based study to evaluate the potential reservoirs of human brucellosis. After isolation and identification of 54 Brucella spp human and animal specimens from three regions of Iran, bacterial genomic DNA was extracted MLVA with three panel was used for the genotyping of isolates. The size of PCR products were analyzed and converted to repeat unit numbers using a published allele numbering system and data set was imported into Bionumerics. Three isolates (5.55%) were identified as Brucella abortus and 51 (94.44%) as Brucella melitensis. Two isolates of Brucella abortus were from humans and one from an animal. Thirty-four Brucella melitensis isolates were from humans and 17 from animals. Using MLVA16-genotyping, 54 isolates with genetic similarity coefficient of 80% were divided into 46 genotypes and 22 genotypes were represented by a single isolate, while 4, 2, 1 and 2 genotypes were represented by 2, 3, 4 and 7 isolates, respectively. The most prevalent genotype was represented by 14 isolates. There were two other frequent genotypes each represented by seven isolates, among which only one was restricted to a geographic region. Discriminatory power for each locus was determined in this study and panel 2B shows the high discretionary power [Bruce04 (0.837), Bruce30 (0.806), Bruce 09 (0.787), Bruce 07 (0.772), Bruce16 (0.766)]. MLVA16 analysis of 54 Brucella isolates showed high level polymorphism in their genotypes. Only two genotypes, each observed in seven isolates, were related to one another and only one of these genotypes were found in to two separate regions. ","10.1016/j.bjid.2020.11.008"
"PubMed","Characterization of Legionella pneumophila Populations by Multilocus Variable Number of Tandem Repeats (MLVA) Genotyping from Drinking Water and Biofilm in Hospitals from Different Regions of the West Bank.","Ashraf R Zayed; Marina Pecellin; Alaa Salah; Hanna Alalam; Suha Butmeh; Michael Steinert; Rene Lesnik; Ingrid Brettar; Manfred G Höfle; Dina M Bitar","The West Bank can be considered a high-risk area for Legionnaires' disease (LD) due to its hot climate, intermittent water supply and roof storage of drinking water. Legionella, mostly L. pneumophila, are responsible for LD, a severe, community-acquired and nosocomial pneumonia. To date, no extensive assessment of Legionella spp and L. pneumophila using cultivation in combination with molecular approaches in the West Bank has been published. Two years of environmental surveillance of Legionella in water and biofilms in the drinking water distribution systems (DWDS) of eight hospitals was carried out; 180 L. pneumophila strains were isolated, mostly from biofilms in DWDS. Most of the isolates were identified as serogroup (Sg) 1 (60%) and 6 (30%), while a minor fraction comprised Sg 8 and 10. Multilocus Variable number of tandem repeats Analysis using 13 loci (MLVA-8(12)) was applied as a high-resolution genotyping method and compared to the standard Sequence Based Typing (SBT). The isolates were genotyped in 27 MLVA-8(12) genotypes (Gt), comprising four MLVA clonal complexes (VACC 1; 2; 5; 11). The major fraction of isolates constituted Sequence Type (ST)1 and ST461. Most of the MLVA-genotypes were highly diverse and often unique. The MLVA-genotype composition showed substantial regional variability. In general, the applied MLVA-method made it possible to reproducibly genotype the isolates, and was consistent with SBT but showed a higher resolution. The advantage of the higher resolution was most evident for the subdivision of the large strain sets of ST1 and ST461; these STs were shown to be highly pneumonia-relevant in a former study. This shows that the resolution by MLVA is advantageous for back-tracking risk sites and for the avoidance of outbreaks of L. pneumophila. Overall, our results provide important insights into the detailed population structure of L. pneumophila, allowing for better risk assessment for DWDS. ","10.3390/pathogens9110862"
"PubMed","A new inclusive MLVA assay to investigate genetic variability of Xylella fastidiosa with a specific focus on the Apulian outbreak in Italy.","Angelo Mazzaglia; Yaseen Jundi Rahi; Maria Claudia Taratufolo; Marta Tatì; Silvia Turco; Serena Ciarroni; Vincenzo Tagliavento; Franco Valentini; Anna Maria D'Onghia; Giorgio Mariano Balestra","The Olive Quick Decline Syndrome by Xylella fastidiosa subspecies pauca is among the most severe phytopathological emergencies nowadays. In few years, the outbreak devastated olive groves in Apulia (Italy), potentially endangering the entire Mediterranean basin. This research aimed to develop a multiple locus VNTR analysis assay, a molecular tool to differentiate between populations of the pathogen. It has already been successfully applied to different X. fastidiosa subspecies from various plant hosts. The previously published TR loci, together with a set of new design, have been tested in silico on the genome of the Apulian De Donno strain. The resulting selection of 37 TR loci was amplified on the genomic DNAs of the Apulian strains AND from representatives of X. fastidiosa subspecies, and directly on DNA extracted from infected plants. The assay clearly discerned among subspecies or even sequence types (ST), but also pointed out variants within the same ST so as to provide more detailed information on the dynamics and pathogen diffusion pathways. Its effective application even on total DNAs extracted from infected tissues of different host plants makes it particularly useful for large-scale screening of infection and for the strengthening of containment measures. ","10.1038/s41598-020-68072-5"
"PubMed","MLVA-16 Genotyping of Brucella abortus and Brucella melitensis Isolates from Different Animal Species in Egypt: Geographical Relatedness and the Mediterranean Lineage.","Gamal Wareth; Mohamed El-Diasty; Falk Melzer; Gernot Schmoock; Shawky A Moustafa; Mohamed El-Beskawy; Dali F Khater; Mahmoud E R Hamdy; Hoda M Zaki; Ana Cristina Ferreira; Loukia V Ekateriniadou; Evridiki Boukouvala; Mostafa Y Abdel-Glil; Ahmed M S Menshawy; Marta Pérez Sancho; Sonia Sakhria; Mathias W Pletz; Heinrich Neubauer","Brucellosis is a common zoonotic disease in Egypt. However, there are limited data available on the genetic diversity of brucellae circulating in Egypt and other Mediterranean areas. One hundred and nine Brucella (B.) strains were isolated from different animal species in thirteen Egyptian governorates. Multi-locus variable number tandem repeats (VNTRs) analysis (MLVA-16) was employed to determine the geographical relatedness and the genetic diversity of a panel of selected Egyptian strains (n = 69), with strains originating from Italy (n = 49), Portugal (n = 52), Greece (n = 63), and Tunisia (n = 4). Egyptian B. melitensis strains clustered into two main clusters containing 21 genotypes. Egyptian B. abortus strains clustered into three main clusters containing nine genotypes. The genotypes were irregularly distributed over time and space in the study area. Egyptian strains of B. melitensis showed MLVA-16 patterns closer to that of Italian strains. Egyptian B. abortus strains isolated from cattle share the same genotype with strains from Portugal and similar to strains from Italy with low genetic diversity. Strains with similar MLVA patterns isolated from different governorates highlight the movement of the pathogen among governorates. Hence, it may also reflect the long endemicity of brucellosis in Egypt with earlier dispersal of types and great local genetic diversity. Open markets may contribute to cross-species transmission and dissemination of the new types nationwide. The presence of West Mediterranean lineages of B. melitensis and relatedness of B. abortus strains from the studied countries is a result of the socio-historical connections among the Mediterranean countries. Transnational eradication of brucellosis in the Mediterranean basin is highly demanded. ","10.3390/pathogens9060498"
"PubMed","Clonal characterisation of Streptococcus pneumoniae strains using MLST and MLVA - Can MLVA improve the characterisation?","J Kozáková; Z Okonji; M Musílek","To determine clonal characteristics of Streptococcus pneumoniae (S. pneumoniae) strains causing invasive pneumococcal disease (IPD) in the Czech Republic (CR) in 2017. Clonal assignment of strains was performed in the National Reference Laboratory for Streptococcal Infections (NRL) by the routinely used method, multilocus sequence typing (MLST), and a newly introduced method, multiple-locus variable number tandem repeat analysis (MLVA). The study strains were 87 isolates of S. pneumoniae selected from those referred to the NRL within the IPD surveillance programme from all over the CR in 2017. The study set covers S. pneumoniae isolates of both pneumococcal 13-valent conjugate vaccine serotypes (1, 4, and 9V) and non-vaccine serotypes (8, 9N, and 22F) widely spread in the CR. The study methods were MLST, the standard method used worldwide for the characterisation of pneumococcal isolates based on sequencing of a set of gene regions, and MLVA, which allows to characterise isolates based on the number of tandem repeats in intergenic regions. MLST revealed and confirmed a high level of clonal homogeneity of S. pneumoniae isolates of serotypes 1, 9N, 9V, and 22F and a considerable genetic variability of serotype 4 and 8 isolates. There was a general correlation between the MLST and MLVA clonal complex assignments. In comparison with MLST, MLVA has superior clonal discriminatory power. Isolates with the newly determined MLVA profiles should be assigned to new MLVA types (MT). Nevertheless, the new web support of the MLVA scheme for S. pneumoniae is less relevant as it does not provide services comparable to those available from the web support for MLST characterisation. MLST continues to be the standard method for clonal characterisation of S. pneumoniae isolates from IPD for the purposes of both national and international surveillance. MLST characteristics of isolates are helpful in the study of clonal variability conducted by both national and transnational public health protection authorities. MLVA is not routinely used but can serve as a complementary method for rapid identification of clonal relatedness between isolates, e.g. those from local outbreaks. It is more suitable for the detection of emergence and spread of a virulent clonal variant. ","https://pubmed.ncbi.nlm.nih.gov/32326712/"
"PubMed","MLVA fingerprinting of Brucella melitensis circulating among livestock and cases of sporadic human illness in Egypt.","Ashraf E Sayour; Essam Elbauomy; Nour H Abdel-Hamid; Ayman Mahrous; Diana Carychao; Michael B Cooley; Mohamed Elhadidy","Brucella melitensis is a serious public health threat, with human infection exhibiting acute febrile illness and chronic health problems. The present study investigated the genetic diversity and epidemiological links of the important zoonotic bacterium B. melitensis in Egypt using multilocus variable-number tandem repeat analysis (MLVA-16) including eight minisatellite (panel 1) and eight microsatellite (panel 2, subdivided into 2A and 2B) markers. A total of 118 isolates were identified as B. melitensis biovar 3 by classical biotyping and Bruce-ladder assay. Although B. melitensis is primarily associated with infection in sheep and goats, most of B. melitensis isolates in this study were obtained from secondary hosts (cattle, buffaloes, humans and a camel) suggesting cross-species adaptation of B. melitensis to large ruminants in Egypt. The MLVA-16 scheme competently discriminated 70 genotypes, with 51 genotypes represented by single isolates, and the remaining 19 genotypes were shared among 67 isolates, suggesting both sporadic and epidemiologically related characteristics of B. melitensis infection. Matching of local genotypes with representatives of global genotypes revealed that the majority of Egyptian isolates analysed had a West Mediterranean descendance. As this study represents the first comprehensive genotyping and genetic analysis of B. melitensis from different sources in Egypt, the information generated from this study will augment knowledge about the main epidemiological links associated with this bacterium and will allow a better understanding of the current epidemiological situation of brucellosis in Egypt. Ultimately, this will help to adopt effective brucellosis intervention strategies in Egypt and other developing nations. ","10.1111/tbed.13581"
"PubMed","Genotyping and population diversity of Bacillus anthracis in China based on MLVA and canSNP analysis.","Dongshu Wang; Bingxiang Wang; Li Zhu; Songyu Wu; Yufei Lyu; Erling Feng; Chao Pan; Lei Jiao; Yujun Cui; Xiankai Liu; Hengliang Wang","In pastoral parts of China, anthrax still presents a major risk to livestock and threatens the health of local human populations. Currently, whole-genome-based molecular markers, such as single-nucleotide polymorphisms (SNPs) and variable number tandem repeats (VNTRs), are the most effective tools for genotyping Bacillus anthracis. In this study, 191 isolates were selected to assess the diversity of B. anthracis in China. Five isolates were confirmed not to be B. anthracis by clustered regularly interspaced short palindromic repeat analysis, while the remaining 186 isolates were typed using canonical SNP (canSNP) and VNTR analyses. Five sublineages/subgroups, A.Br.001/002, A.Br.Vollum, A.Br.Aust.94, A.Br.Ames, and A.Br.008/009, were detected based on 13 canSNP sites. The 186 isolates were further assigned 114 sequence types based on 27 VNTR loci, with major branches correlating with the canSNP analysis. We then used a simplified multiple-locus variable number tandem repeat analysis (MLVA) protocol (MLVAmin) based on eight high-resolution VNTR sites to analyze the Chinese isolates, with the resulting phylogeny again agreeing with the canSNP analysis. We also developed two schemes, MLVAc and MLVAp, using various numbers of VNTRs to analyze different canSNP sublineages to increase the typing resolution of the canSNP protocol. The results showed a highly imbalanced geographical distribution of the B. anthracis population, with four different sublineages observed in Xinjiang Province, while only one sublineage, A.Br.001/002, was found in the other six provinces, except for three A.Br.Ames strains isolated from Inner Mongolia. Based on the MLVA and canSNP analysis, the spread of B. anthracis appears to have occurred from west to east via three independent routes. ","10.1016/j.micres.2020.126414"
"PubMed","Multiple-locus variable-number tandem-repeat analysis (MLVA) of macrolide-susceptible and -resistant Mycoplasma pneumoniae in children in Taiwan.","Chun-Yi Lu; Ting-Yu Yen; Luan-Ying Chang; Yi-Jen Liau; Hong-Hsing Liu; Li-Min Huang","To date, molecular typing studies on Mycoplasma pneumoniae are limited. We evaluated the molecular types of Mycoplasma pneumoniae in pediatric patients in Taiwan in 2016. We used real-time quantitative PCR on respiratory specimens to identify M. pneumoniae in children with community-acquired pneumonia. The domain V of their 23S rRNA were sequenced for detection of macrolide-resistant point mutations. Molecular typing with multiple locus variable-number tandem repeat analysis (MLVA) was done for both macrolide-susceptible and -resistance M. pneumoniae samples. M. pneumoniae was detected in 22% (180/826) respiratory samples during the study period. Among all M. pneumoniae-positive samples, 24% (43/180) had harbored macrolide-resistant genotypes, and 86% (37/43) of them were A2063G mutation. Forty-two macrolide-resistant strains and 20 randomly selected macrolide-susceptible strains underwent MLVA profiling. MLVA 4-5-7-2 was the most frequent type (32/62, 52%), followed by 4-5-7-3 (17/62, 27%) and 1-5-6-2 (9/62, 15%). There was a strong association between MLVA 4-5-7-2 and macrolide resistance (p < 0.001). In contrast, M 4-5-7-3 and 1-5-6-2 were related to macrolide susceptibility (p < 0.001, and p = 0.025, respectively). Macrolide resistance was relatively low (24%) in this age group in 2016 in Taiwan, and A2063G was the dominant point mutation. MLVA 4-5-7-2 was associated with macrolide resistance. ","10.1016/j.jfma.2019.12.008"
"PubMed","Multiple lymphatic-venous anastomoses (MLVA) for microsurgical drainage of primary peno-scrotal lymphedema: A case report.","P G di Summa; M Guiotto; P Zaugg; A Van Der Gucht; M Ryan; C C Campisi; W Raffoul","Single site Multiple Lymphatic-Venous Anastomoses (MLVA) provides optimal functional and cosmetic results with low complication rates in treatment of lower limb lymphedema. However, no evidence exists in literature concerning the use of this technique in treatment of peno-scrotal lymphedema. We report a case of a 44-year-old male patient who developed secondary peno-scrotal lymphedema with severe lymphorrhea, following a laser treatment for scrotal pustolosis, leading to recurrent infections and finally an established peno-scrotal lymphedema. Utilizing MLVA, a complete remission of scrotal lymphedema was achieved with significant volume reduction of the penile lymphedema. The post-operative course was uneventful with clear improvement in lymphatic flow demonstrable on lymphoscintigraphy (6 months) and no recurrence of scrotal lymphedema at 2 years follow-up. This article reports very promising results of a novel application of MLVA in the treatment of genital lymphedema and suggests that MLVA provides the possibility to shunt both superficial and deep lymphatics to improve the lymphatic drainage from the peno-scrotal area using a single surgical site. ","https://pubmed.ncbi.nlm.nih.gov/31874127/"
"PubMed","Backward compatibility of whole genome sequencing data with MLVA typing using a new MLVAtype shiny application for Vibrio cholerae.","Jérôme Ambroise; Léonid M Irenge; Jean-François Durant; Bertrand Bearzatto; Godfrey Bwire; O Colin Stine; Jean-Luc Gala","Multiple-Locus Variable Number of Tandem Repeats (VNTR) Analysis (MLVA) is widely used by laboratory-based surveillance networks for subtyping pathogens causing foodborne and water-borne disease outbreaks. However, Whole Genome Sequencing (WGS) has recently emerged as the new more powerful reference for pathogen subtyping, making a data conversion method necessary which enables the users to compare the MLVA identified by either method. The MLVAType shiny application was designed to extract MLVA profiles of Vibrio cholerae isolates from WGS data while ensuring backward compatibility with traditional MLVA typing methods. To test and validate the MLVAType algorithm, WGS-derived MLVA profiles of nineteen Vibrio cholerae isolates from Democratic Republic of the Congo (n = 9) and Uganda (n = 10) were compared to MLVA profiles generated by an in silico PCR approach and Sanger sequencing, the latter being used as the reference method. Results obtained by Sanger sequencing and MLVAType were totally concordant. However, the latter were affected by censored estimations whose percentage was inversely proportional to the k-mer parameter used during genome assembly. With a k-mer of 127, less than 15% estimation of V. cholerae VNTR was censored. Preventing censored estimation was only achievable when using a longer k-mer size (i.e. 175), which is not proposed in the SPAdes v.3.13.0 software. As NGS read lengths and qualities tend to increase with time, one may expect the increase of k-mer size in a near future. Using MLVAType application with a longer k-mer size will then efficiently retrieve MLVA profiles from WGS data while avoiding censored estimation. ","10.1371/journal.pone.0225848"
"PubMed","Longitudinal dynamics of herd-level Mycobacterium bovis MLVA type surveillance in cattle in Northern Ireland 2003-2016.","R Skuce; E Breadon; A Allen; G Milne; C McCormick; C Hughes; D Rutherford; G Smith; S Thompson; J Graham; R Harwood; A Byrne","Investigating genetically-structured diversity in pathogen populations over time is important to better understand disease maintenance and spread. Herd-level surveillance of Mycobacterium bovis genotypes (multi-locus VNTR analysis types, MLVA types) from all culture-confirmed bovine tuberculosis (TB) herd cases was undertaken in Northern Ireland (NI), generating an unparalleled, longitudinal, population-level 14-year survey for this pathogen. Across this population, 295 genetically-distinct M. bovis MLVA types were identified in the 19,717 M. bovis isolates surveyed. Of these, the most frequent was MLVA type 002 (23.0%); 151 MLVA types were represented more than once, in groups ranging from 2 to 4438 isolates. Only 23 MLVA types were isolated in all 14 years. Investigating inter-annual frequency of M. bovis MLVA types, examples of statistically-significant expansions (MLVA types 002, 004, 006, 009 and 027), contractions (MLVA types 001, 007 and 011) and maintenance (MLVA types 003 and 005) were disclosed, during a period of fluctuating bovine TB herd-level incidence at the NI scale. The fixed period frequency distribution of MLVA types remained highly right-skewed. Novel VNTR copy number variant MLVA types (N = 242; an average of 17 per annum) were identified throughout the survey. The MLVA type distribution in the landscape was not random; MLVA types showed statistically-significant geographical localization and strong spatial associations with Divisional Veterinary Office (DVO) regions. There was also evidence of differential risk of particular MLVA types across breeds (Holstein/Friesian vs. other), age-class, and sex and some evidence of an association between the number of animals testing positive for bovine TB during the disclosing test and particular MLVA types, although there was substantial variation. ","10.1016/j.meegid.2019.104131"
"PubMed","Multilocus variable number tandem repeat analysis (MLVA)-typing of Brucella abortus isolates of India reveals limited genetic diversity.","Maninder Singh; Mohd Ashraf Malik; Dhirender Kumar Singh; Soni Doimari; Rohini Sharma","Multilocus variable number tandem repeat analysis (MLVA) technique has wide applications in studying phylogenies and short-term epidemiology of pathogens. The technique has been extensively used worldwide in molecular epidemiology of Brucella genus. Only one study on this aspect is reported from India despite its economic and public health significance in country. The present study isolated B. abortus from domesticated bovines of Jammu region of Jammu and Kashmir state, India, and applied MLVA for 16 loci (MLVA-16). MLVA results were compared with the results of a previous study and with MLVA data of Indian isolates present in http://microbesgenotyping.i2bc.paris-saclay.fr/database. In the study, 136 samples from bovines (cattle and buffaloes) of 47 farms of Jammu region were processed for isolation. Eleven isolates of B. abortus biovar 1 from 6 farms were obtained. In MLVA-16 analysis, although the isolates were classified in a single cluster, 5 genotypes were obtained with a specific genotype being prevalent on each farm. The study identifies that MLVA-16 is capable to differentiate B. abortus strains in an area having high genetic similarity among isolates. On comparing the results with previous study and database, the isolates were found to have high genetic similarity indicating that the genetic diversity of B. abortus in India is very limited. It probably indicates that India is contaminated recently with B. abortus. To test this hypothesis, analysis of whole genome sequencing data of diverse collection of Indian B. abortus strains is required. ","10.1007/s11250-019-02110-x"
