Repository,Title,Authors,Abstract,DOI
"PubMed","Deep Learning: A Primer for Neurosurgeons.","Hongxi Yang; Chang Yuwen; Xuelian Cheng; Hengwei Fan; Xin Wang; Zongyuan Ge","This chapter explores the transformative impact of deep learning (DL) on neurosurgery, elucidating its pivotal role in enhancing diagnostic performance, surgical planning, execution, and postoperative assessment. It delves into various deep learning architectures, including convolutional and recurrent neural networks, and their applications in analyzing neuroimaging data for brain tumors, spinal cord injuries, and other neurological conditions. The integration of DL in neurosurgical robotics and the potential for fully autonomous surgical procedures are discussed, highlighting advancements in surgical precision and patient outcomes. The chapter also examines the challenges of data privacy, quality, and interpretability that accompany the implementation of DL in neurosurgery. The potential for DL to revolutionize neurosurgical practices through improved diagnostics, patient-specific surgical planning, and the advent of intelligent surgical robots is underscored, promising a future where technology and healthcare converge to offer unprecedented solutions in neurosurgery. ","10.1007/978-3-031-64892-2_4"
"PubMed","Towards industry-ready additive manufacturing: AI-enabled closed-loop control for 3D melt electrowriting.","Pawel Mieszczanek; Peter Corke; Courosh Mehanian; Paul D Dalton; Dietmar W Hutmacher","Melt electrowriting (MEW) is an emerging high-resolution 3D printing technology used in biomedical engineering, regenerative medicine, and soft robotics. Its transition from academia to industry faces challenges such as slow experimentation, low printing throughput, poor reproducibility, and user-dependent operation, largely due to the nonlinear and multiparametric nature of the MEW process. To address these challenges, we applied computer vision and machine learning to monitor and analyze the process in real-time through imaging of the MEW jet between the nozzle-collector gap. To collect data for training we developed an automated data collection methodology that eases the experimental time from days to hours. A feedforward neural network, working in concert with optimization methods and a feedback loop, is used to develop closed-loop control ensuring reproducibility of the printed parts. We demonstrate that machine learning allows streamlining the MEW operation via closed-loop control of the highly nonlinear 3D printing technology. ","10.1038/s44172-024-00302-4"
"PubMed","Capturing forceful interaction with deformable objects using a deep learning-powered stretchable tactile array.","Chunpeng Jiang; Wenqiang Xu; Yutong Li; Zhenjun Yu; Longchun Wang; Xiaotong Hu; Zhengyi Xie; Qingkun Liu; Bin Yang; Xiaolin Wang; Wenxin Du; Tutian Tang; Dongzhe Zheng; Siqiong Yao; Cewu Lu; Jingquan Liu","Capturing forceful interaction with deformable objects during manipulation benefits applications like virtual reality, telemedicine, and robotics. Replicating full hand-object states with complete geometry is challenging because of the occluded object deformations. Here, we report a visual-tactile recording and tracking system for manipulation featuring a stretchable tactile glove with 1152 force-sensing channels and a visual-tactile joint learning framework to estimate dynamic hand-object states during manipulation. To overcome the strain interference caused by contact with deformable objects, an active suppression method based on symmetric response detection and adaptive calibration is proposed and achieves 97.6% accuracy in force measurement, contributing to an improvement of 45.3%. The learning framework processes the visual-tactile sequence and reconstructs hand-object states. We experiment on 24 objects from 6 categories including both deformable and rigid ones with an average reconstruction error of 1.8 cm for all sequences, demonstrating a universal ability to replicate human knowledge in manipulating objects with varying degrees of deformability. ","10.1038/s41467-024-53654-y"
"PubMed","Leveraging imitation learning in agricultural robotics: a comprehensive survey and comparative analysis.","Siavash Mahmoudi; Amirreza Davar; Pouya Sohrabipour; Ramesh Bahadur Bist; Yang Tao; Dongyi Wang","Imitation learning (IL), a burgeoning frontier in machine learning, holds immense promise across diverse domains. In recent years, its integration into robotics has sparked significant interest, offering substantial advancements in autonomous control processes. This paper presents an exhaustive insight focusing on the implementation of imitation learning techniques in agricultural robotics. The survey rigorously examines varied research endeavors utilizing imitation learning to address pivotal agricultural challenges. Methodologically, this survey comprehensively investigates multifaceted aspects of imitation learning applications in agricultural robotics. The survey encompasses the identification of agricultural tasks that can potentially be addressed through imitation learning, detailed analysis of specific models and frameworks, and a thorough assessment of performance metrics employed in the surveyed studies. Additionally, it includes a comparative analysis between imitation learning techniques and conventional control methodologies in the realm of robotics. The findings derived from this survey unveil profound insights into the applications of imitation learning in agricultural robotics. These methods are highlighted for their potential to significantly improve task execution in dynamic and high-dimensional action spaces prevalent in agricultural settings, such as precision farming. Despite promising advancements, the survey discusses considerable challenges in data quality, environmental variability, and computational constraints that IL must overcome. The survey also addresses the ethical and social implications of implementing such technologies, emphasizing the need for robust policy frameworks to manage the societal impacts of automation. These findings hold substantial implications, showcasing the potential of imitation learning to revolutionize processes in agricultural robotics. This research significantly contributes to envisioning innovative applications and tools within the agricultural robotics domain, promising heightened productivity and efficiency in robotic agricultural systems. It underscores the potential for remarkable enhancements in various agricultural processes, signaling a transformative trajectory for the sector, particularly in the realm of robotics and autonomous systems. ","10.3389/frobt.2024.1441312"
"PubMed","Medical Doctors' Perceptions of Artificial Intelligence (AI) in Healthcare.","Arijita Banerjee; Pradosh Kumar Sarangi; Sumit Kumar","Introduction With the current exponential expansion of robotics, implants, and imaging technologies, diagnostic processes within the healthcare industry are becoming popular platforms for artificial intelligence (AI) use. Thus, an understanding of physicians' attitudes toward AI and the extent to which medical educators are ready to work with AI is necessary. This research aimed to study doctors' perceptions of AI in healthcare. Methods A web-based questionnaire organized into four sections, namely, demographics, concepts of AI, education in AI, and implementation challenges related to AI, was designed systematically based on a literature search and circulated among medical doctors from various fields. Results Study participants exhibited a lower score toward familiarity with AI. Only 52.12% (74/142) of physicians completed the survey. The greatest challenge associated with the use of AI in therapeutic settings was found to be the degree of autonomy, with a score of 3.56. Among the participants, 67.61% felt that the lack of human supervision was the most important limiting factor in the implementation of AI in clinical practice. However, the participants demonstrated a strong interest in understanding the concepts of AI in the near future. Conclusion This study revealed a low degree of familiarity with AI, highlighting the need for medical schools and hospitals to establish specialized education and training programs for physicians to improve patient outcomes. ","10.7759/cureus.70508"
"PubMed","Targeted weed management of Palmer amaranth using robotics and deep learning (YOLOv7).","Amlan Balabantaray; Shaswati Behera; CheeTown Liew; Nipuna Chamara; Mandeep Singh; Amit J Jhala; Santosh Pitla","Effective weed management is a significant challenge in agronomic crops which necessitates innovative solutions to reduce negative environmental impacts and minimize crop damage. Traditional methods often rely on indiscriminate herbicide application, which lacks precision and sustainability. To address this critical need, this study demonstrated an AI-enabled robotic system, Weeding robot, designed for targeted weed management. Palmer amaranth (Amaranthus palmeri S. Watson) was selected as it is the most troublesome weed in Nebraska. We developed the full stack (vision, hardware, software, robotic platform, and AI model) for precision spraying using YOLOv7, a state-of-the-art object detection deep learning technique. The Weeding robot achieved an average of 60.4% precision and 62% recall in real-time weed identification and spot spraying with the developed gantry-based sprayer system. The Weeding robot successfully identified Palmer amaranth across diverse growth stages in controlled outdoor conditions. This study demonstrates the potential of AI-enabled robotic systems for targeted weed management, offering a more precise and sustainable alternative to traditional herbicide application methods. ","10.3389/frobt.2024.1441371"
"PubMed","AI security and cyber risk in IoT systems.","Petar Radanliev; David De Roure; Carsten Maple; Jason R C Nurse; Razvan Nicolescu; Uchenna Ani","Internet-of-Things (IoT) refers to low-memory connected devices used in various new technologies, including drones, autonomous machines, and robotics. The article aims to understand better cyber risks in low-memory devices and the challenges in IoT risk management. The article includes a critical reflection on current risk methods and their level of appropriateness for IoT. We present a dependency model tailored in context toward current challenges in data strategies and make recommendations for the cybersecurity community. The model can be used for cyber risk estimation and assessment and generic risk impact assessment. The model is developed for cyber risk insurance for new technologies (e.g., drones, robots). Still, practitioners can apply it to estimate and assess cyber risks in organizations and enterprises. Furthermore, this paper critically discusses why risk assessment and management are crucial in this domain and what open questions on IoT risk assessment and risk management remain areas for further research. The paper then presents a more holistic understanding of cyber risks in the IoT. We explain how the industry can use new risk assessment, and management approaches to deal with the challenges posed by emerging IoT cyber risks. We explain how these approaches influence policy on cyber risk and data strategy. We also present a new approach for cyber risk assessment that incorporates IoT risks through dependency modeling. The paper describes why this approach is well suited to estimate IoT risks. ","10.3389/fdata.2024.1402745"
"PubMed","Attention Induced Dual Convolutional-Capsule Network (AIDC-CN): A deep learning framework for motor imagery classification.","Ritesh Sur Chowdhury; Shirsha Bose; Sayantani Ghosh; Amit Konar","In recent times, Electroencephalography (EEG)-based motor imagery (MI) decoding has garnered significant attention due to its extensive applicability in healthcare, including areas such as assistive robotics and rehabilitation engineering. Nevertheless, the decoding of EEG signals presents considerable challenges owing to their inherent complexity, non-stationary characteristics, and low signal-to-noise ratio. Notably, deep learning-based classifiers have emerged as a prominent focus for addressing the EEG signal decoding process. This study introduces a novel deep learning classifier named the Attention Induced Dual Convolutional-Capsule Network (AIDC-CN) with the specific aim of accurately categorizing various motor imagination class labels. To enhance the classifier's performance, a dual feature extraction approach leveraging spectrogram and brain connectivity networks has been employed, diversifying the feature set in the classification task. The main highlights of the proposed AIDC-CN classifier includes the introduction of a dual convolution layer to handle the brain connectivity and spectrogram features, addition of a novel self-attention module (SAM) to accentuate the relevant parts of the convolved spectrogram features, introduction of a new cross-attention module (CAM) to refine the outputs obtained from the dual convolution layers and incorporation of a Gaussian Error Linear Unit (GELU) based dynamic routing algorithm to strengthen the coupling among the primary and secondary capsule layers. Performance analysis undertaken on four public data sets depict the superior performance of the proposed model with respect to the state-of-the-art techniques. The code for this model is available at https://github.com/RiteshSurChowdhury/AIDC-CN. ","10.1016/j.compbiomed.2024.109260"
"PubMed","The balancing act: Adopting AI and robotics in medicine with cautious optimism.","Vaibhav Bagaria; Harvinder Singh Chhabra","","10.1016/j.jcot.2024.102550"
"PubMed","Classifying Residual Stroke Severity Using Robotics-Assisted Stroke Rehabilitation: Machine Learning Approach.","Russell Jeter; Raymond Greenfield; Stephen N Housley; Igor Belykh","Stroke therapy is essential to reduce impairments and improve motor movements by engaging autogenous neuroplasticity. Traditionally, stroke rehabilitation occurs in inpatient and outpatient rehabilitation facilities. However, recent literature increasingly explores moving the recovery process into the home and integrating technology-based interventions. This study advances this goal by promoting in-home, autonomous recovery for patients who experienced a stroke through robotics-assisted rehabilitation and classifying stroke residual severity using machine learning methods. Our main objective is to use kinematics data collected during in-home, self-guided therapy sessions to develop supervised machine learning methods, to address a clinician's autonomous classification of stroke residual severity-labeled data toward improving in-home, robotics-assisted stroke rehabilitation. In total, 33 patients who experienced a stroke participated in in-home therapy sessions using Motus Nova robotics rehabilitation technology to capture upper and lower body motion. During each therapy session, the Motus Hand and Motus Foot devices collected movement data, assistance data, and activity-specific data. We then synthesized, processed, and summarized these data. Next, the therapy session data were paired with clinician-informed, discrete stroke residual severity labels: ""no range of motion (ROM),"" ""low ROM,"" and ""high ROM."" Afterward, an 80%:20% split was performed to divide the dataset into a training set and a holdout test set. We used 4 machine learning algorithms to classify stroke residual severity: light gradient boosting (LGB), extra trees classifier, deep feed-forward neural network, and classical logistic regression. We selected models based on 10-fold cross-validation and measured their performance on a holdout test dataset using F1-score to identify which model maximizes stroke residual severity classification accuracy. We demonstrated that the LGB method provides the most reliable autonomous detection of stroke severity. The trained model is a consensus model that consists of 139 decision trees with up to 115 leaves each. This LGB model boasts a 96.70% F1-score compared to logistic regression (55.82%), extra trees classifier (94.81%), and deep feed-forward neural network (70.11%). We showed how objectively measured rehabilitation training paired with machine learning methods can be used to identify the residual stroke severity class, with efforts to enhance in-home self-guided, individualized stroke rehabilitation. The model we trained relies only on session summary statistics, meaning it can potentially be integrated into similar settings for real-time classification, such as outpatient rehabilitation facilities. ","10.2196/56980"
"PubMed","Reinforcement learning of biomimetic navigation: a model problem for sperm chemotaxis.","Omar Mohamed; Alan C H Tsang","Motile biological cells can respond to local environmental cues and exhibit various navigation strategies to search for specific targets. These navigation strategies usually involve tuning of key biophysical parameters of the cells, such that the cells can modulate their trajectories to move in response to the detected signals. Here we introduce a reinforcement learning approach to modulate key biophysical parameters and realize navigation strategies reminiscent to those developed by biological cells. We present this approach using sperm chemotaxis toward an egg as a paradigm. By modulating the trajectory curvature of a sperm cell model, the navigation strategies informed by reinforcement learning are capable to resemble sperm chemotaxis observed in experiments. This approach provides an alternative method to capture biologically relevant navigation strategies, which may inform the necessary parameter modulations required for obtaining specific navigation strategies and guide the design of biomimetic micro-robotics. ","10.1140/epje/s10189-024-00451-6"
"PubMed","Using Reinforcement Learning to Develop a Novel Gait for a Bio-Robotic California Sea Lion.","Anthony Drago; Shraman Kadapa; Nicholas Marcouiller; Harry G Kwatny; James L Tangorra","While researchers have made notable progress in bio-inspired swimming robot development, a persistent challenge lies in creating propulsive gaits tailored to these robotic systems. The California sea lion achieves its robust swimming abilities through a careful coordination of foreflippers and body segments. In this paper, reinforcement learning (RL) was used to develop a novel sea lion foreflipper gait for a bio-robotic swimmer using a numerically modelled computational representation of the robot. This model integration enabled reinforcement learning to develop desired swimming gaits in the challenging underwater domain. The novel RL gait outperformed the characteristic sea lion foreflipper gait in the simulated underwater domain. When applied to the real-world robot, the RL constructed novel gait performed as well as or better than the characteristic sea lion gait in many factors. This work shows the potential for using complimentary bio-robotic and numerical models with reinforcement learning to enable the development of effective gaits and maneuvers for underwater swimming vehicles. ","10.3390/biomimetics9090522"
"PubMed","Learning curves for adoption of robotic bariatric surgery: a systematic review of safety, efficiency and clinical outcomes.","Faith Hirri; Oliver J Pickering; Nicholas C Carter; Gijsbert I van Boxel; Philip H Pucher","Robotic bariatric surgery may overcome challenges associated with laparoscopy, potentially achieving technically superior results. This review aims to summarise current literature reporting on learning curves for surgeons newly adopting robotic bariatrics and implications for safety, efficiency and outcomes. A systematic review was performed in line with the PRISMA guidelines. Electronic databases PubMed and MEDLINE were searched and articles reporting on learning curves in robotic bariatric surgery were identified. Studies that reported changes in outcome over time, or learning curves for surgeons newly adopting robotic bariatric surgery were included in this review. Eleven studies reporting on 1237 patients were included in this review. Most surgeons reported prior bariatric surgical experience. Differences were noted regarding the approach and adoption of robotics. Ten studies found significant reduction in operative time, with the shortest learning curve of 11 cases. Reporting of clinical outcomes was limited. Three studies reported statistically significant improvement in outcomes after the learning curve. Long-term outcomes were in line with current literature, though none assessed differences between learning curve groups. Reported learning curves in robotic bariatric surgery is variable, with limited reporting of clinical outcomes. With appropriate mentorship, surgeons can improve efficiency, safety and clinical outcomes, maximising the benefits of minimally invasive surgery. ","10.1007/s11701-024-02100-8"
"PubMed","Reinforcement learning as a robotics-inspired framework for insect navigation: from spatial representations to neural implementation.","Stephan Lochner; Daniel Honerkamp; Abhinav Valada; Andrew D Straw","Bees are among the master navigators of the insect world. Despite impressive advances in robot navigation research, the performance of these insects is still unrivaled by any artificial system in terms of training efficiency and generalization capabilities, particularly considering the limited computational capacity. On the other hand, computational principles underlying these extraordinary feats are still only partially understood. The theoretical framework of reinforcement learning (RL) provides an ideal focal point to bring the two fields together for mutual benefit. In particular, we analyze and compare representations of space in robot and insect navigation models through the lens of RL, as the efficiency of insect navigation is likely rooted in an efficient and robust internal representation, linking retinotopic (egocentric) visual input with the geometry of the environment. While RL has long been at the core of robot navigation research, current computational theories of insect navigation are not commonly formulated within this framework, but largely as an associative learning process implemented in the insect brain, especially in the mushroom body (MB). Here we propose specific hypothetical components of the MB circuit that would enable the implementation of a certain class of relatively simple RL algorithms, capable of integrating distinct components of a navigation task, reminiscent of hierarchical RL models used in robot navigation. We discuss how current models of insect and robot navigation are exploring representations beyond classical, complete map-like representations, with spatial information being embedded in the respective latent representations to varying degrees. ","10.3389/fncom.2024.1460006"
"PubMed","Robotics in Arthroplasty: Historical Progression, Contemporary Applications, and Future Horizons With Artificial Intelligence (AI) Integration.","Jagbir Singh; Priyankkumar Patel","Robotic technology is increasingly utilized in surgical procedures to enhance precision, particularly in tasks demanding delicate maneuvers beyond human capabilities. Robotic orthopedic surgery emerges as a dynamic and compelling technology reshaping the landscape of surgical practice. This aids surgeons in achieving enhanced accuracy and reproducibility, ultimately aiming for improved patient outcomes. As of now, the majority of these systems are in a developed stage and are gradually gaining broader adoption. These systems have to show that they are user-friendly, are successful in clinical settings, and have a good cost-effectiveness ratio before they can be widely adopted in the field of surgery. In this review, we examine the evolution of robotics in orthopedic surgery, assess its current applications, and provide insights into the future trajectory of this technology, particularly in light of advances in artificial intelligence (AI) and machine learning (ML). ","10.7759/cureus.67611"
